gene_A,gene_B,lcbs_length,peak_col_pos,M,time_baseline_us,time_ms_us,speedup,lcbs_sequence
10040_at,10103_at,8,6,132,185.2000132203102,472.9999927803874,0.3915433743067689,"[7, 9, 7, 6, 3, 2, 1, 0]"
10054_at,10075_at,10,30,132,174.80002134107053,460.0999818649143,0.3799174706170537,"[0, 1, 2, 3, 4, 5, 6, 7, 3, 2]"
10124_at,10186_s_at,10,13,132,171.59999697469175,454.89997137337923,0.3772257809922865,"[6, 7, 8, 9, 8, 7, 5, 4, 3, 1]"
10026_at,10075_at,9,26,132,170.29998707585037,456.40001189894974,0.3731375605519397,"[0, 1, 2, 3, 7, 8, 6, 3, 1]"
10125_at,10134_at,10,20,132,171.09999316744506,461.09998947940767,0.3710691760384138,"[0, 1, 2, 3, 4, 5, 8, 6, 5, 4]"
10022_at,10040_at,8,15,132,169.4000093266368,453.69999133981764,0.3733745042101126,"[1, 3, 4, 5, 8, 5, 2, 1]"
10033_at,10186_s_at,8,1,132,169.80001237243414,455.4000042844564,0.3728590486933154,"[7, 9, 7, 6, 4, 3, 2, 1]"
10012_at,10066_s_at,9,29,132,186.6999955382198,463.9000107999891,0.4024574071819017,"[0, 2, 3, 4, 5, 6, 7, 9, 2]"
10058_at,10076_at,8,15,132,181.8999880924821,472.09998592734337,0.3852997108974214,"[5, 7, 9, 8, 7, 6, 3, 2]"
10123_at,10143_at,8,12,132,175.29999604448676,458.8000010699034,0.38208368708738916,"[0, 2, 8, 7, 4, 3, 2, 1]"
10076_at,10147_at,7,11,132,171.89999925903976,456.10000961460173,0.37689102309884387,"[2, 5, 7, 6, 4, 3, 0]"
10001_at,10079_at,10,13,132,174.09998690709472,481.3999985344708,0.3616534844975248,"[1, 3, 4, 6, 8, 7, 6, 3, 2, 0]"
10001_at,10037_at,7,0,132,185.09998335503042,492.29999422095716,0.3759902204507293,"[9, 6, 5, 4, 2, 1, 0]"
10038_i_at,10089_at,9,26,132,184.50000789016485,490.59998127631843,0.3760701486579343,"[0, 1, 3, 4, 7, 8, 7, 5, 3]"
10019_at,10138_g_at,8,1,132,188.50000924430788,474.39997433684766,0.3973440544717725,"[9, 6, 5, 4, 3, 2, 1, 0]"
10039_s_at,10080_at,8,0,132,173.89998538419604,451.70000521466136,0.38499000083374707,"[8, 7, 5, 4, 3, 2, 1, 0]"
10162_at,10166_at,9,8,132,179.5999996829778,470.30000132508576,0.38188390214107776,"[0, 1, 5, 9, 8, 7, 5, 2, 1]"
10001_at,10085_at,9,20,132,182.4999926611781,487.5999875366688,0.3742821930393377,"[0, 4, 5, 6, 7, 8, 6, 4, 3]"
10049_at,10173_at,8,19,132,177.89998673833907,471.5000104624778,0.3773064322179828,"[1, 3, 5, 8, 9, 6, 5, 4]"
10072_at,10097_at,8,8,132,184.4999787863344,463.6000085156411,0.3979723369226592,"[3, 9, 8, 6, 5, 4, 3, 2]"
10019_at,10088_at,7,0,132,174.5999907143414,459.1000033542514,0.38030927780154317,"[9, 6, 5, 4, 3, 2, 1]"
10019_at,10058_at,9,18,132,170.49998859874904,463.70000927709043,0.36769459820490186,"[2, 4, 5, 8, 9, 7, 6, 2, 0]"
10129_at,10159_at,9,20,132,184.20000560581684,462.6000009011477,0.39818418773669273,"[0, 5, 6, 8, 9, 7, 6, 4, 2]"
10005_at,10146_at,8,26,132,173.50001144222915,464.69998778775334,0.37335919087967223,"[0, 3, 4, 6, 8, 7, 4, 2]"
10052_at,10089_at,8,26,132,171.09999316744506,452.80001359060407,0.37787099830377635,"[0, 2, 3, 4, 8, 7, 5, 0]"
10070_at,10170_g_at,10,16,132,176.00000137463212,476.49999032728374,0.36935992643724214,"[2, 3, 5, 7, 8, 9, 7, 5, 4, 1]"
10018_at,10188_at,10,12,132,184.4999787863344,487.70001740194857,0.3783062788662456,"[2, 3, 4, 5, 6, 8, 9, 7, 3, 2]"
10005_at,10089_at,9,26,132,182.79999494552612,467.29997848160565,0.3911834011623471,"[0, 3, 4, 5, 7, 8, 7, 4, 2]"
10107_at,10147_at,7,8,132,171.59999697469175,456.6999850794673,0.37573900280472483,"[0, 7, 9, 5, 4, 3, 0]"
10106_at,10188_at,8,10,132,173.40001068077981,459.9000094458461,0.377038502107702,"[2, 4, 5, 6, 8, 5, 3, 1]"
10022_at,10146_at,8,26,132,173.4999823383987,469.7999975178391,0.3693060520542268,"[0, 3, 5, 6, 8, 7, 1, 0]"
10110_at,10177_at,8,19,132,186.29999249242246,469.3999944720417,0.39688963503709374,"[0, 1, 3, 8, 9, 4, 3, 2]"
10150_at,10167_at,9,8,132,172.0000000204891,465.3000214602798,0.36965396967034486,"[0, 1, 2, 6, 9, 8, 6, 5, 4]"
10037_at,10107_at,7,7,132,170.79999088309705,456.6999850794673,0.3739872924527845,"[6, 7, 9, 5, 4, 3, 1]"
10018_at,10107_at,7,18,132,169.00000628083944,458.8000010699034,0.3683522360216612,"[0, 2, 4, 9, 6, 3, 2]"
10039_s_at,10052_at,7,10,132,172.70000535063446,476.49999032728374,0.3624344362148162,"[5, 9, 7, 6, 4, 3, 0]"
10138_g_at,10186_s_at,8,13,132,189.89999080076814,473.09999354183674,0.40139503993456527,"[5, 6, 9, 8, 7, 6, 5, 3]"
10022_at,10038_i_at,8,29,132,178.00001660361886,470.50000284798443,0.37832096817463684,"[0, 1, 5, 7, 8, 9, 7, 3]"
10087_at,10106_at,7,12,132,170.99999240599573,449.5999892242253,0.3803380705169775,"[2, 4, 6, 7, 5, 3, 1]"
10087_at,10141_at,9,24,132,168.70000399649143,455.000001238659,0.3707692385433731,"[3, 4, 6, 7, 9, 5, 3, 1, 0]"
10129_at,10136_at,10,2,132,174.19998766854405,458.399998024106,0.3800174267439315,"[6, 8, 9, 8, 7, 5, 3, 2, 1, 0]"
10147_at,10179_at,9,26,132,171.59999697469175,454.49999743141234,0.3775577512529855,"[0, 2, 3, 7, 9, 6, 4, 2, 0]"
10022_at,10162_at,9,25,132,172.3000023048371,453.2000166364014,0.3801853397615207,"[1, 3, 6, 7, 8, 5, 2, 1, 0]"
10085_at,10166_at,11,19,132,171.59999697469175,464.899989310652,0.3691116388906313,"[0, 1, 2, 5, 6, 8, 9, 8, 5, 1, 0]"
10080_at,10100_at,9,18,132,172.10000078193843,484.69999455846846,0.35506499425218857,"[0, 1, 3, 7, 9, 7, 5, 2, 1]"
10002_i_at,10136_at,8,13,132,177.40001203492284,479.59998482838273,0.36989161310837537,"[1, 6, 7, 9, 4, 2, 1, 0]"
10087_at,10162_at,9,25,132,172.50000382773578,463.00000394694507,0.37257019947564074,"[0, 1, 2, 3, 8, 7, 4, 1, 0]"
10012_at,10089_at,8,26,132,171.89999925903976,461.9999963324517,0.3720779234278215,"[1, 3, 6, 7, 8, 7, 4, 3]"
10045_at,10138_g_at,9,25,132,178.00001660361886,454.699998954311,0.39146693866938975,"[0, 3, 5, 6, 8, 7, 6, 5, 3]"
10159_at,10179_at,9,13,132,169.99998479150236,460.60001477599144,0.3690837588752147,"[0, 1, 5, 9, 7, 6, 4, 3, 2]"
10088_at,10123_at,8,4,132,172.70000535063446,455.60000580735505,0.37906058636807516,"[0, 3, 8, 5, 4, 3, 2, 1]"
10123_at,10134_at,7,2,132,170.49998859874904,459.9000094458461,0.3707327355878771,"[0, 8, 7, 6, 5, 3, 1]"
10138_g_at,10171_at,9,16,132,173.00000763498247,464.39998550340533,0.372523714546313,"[0, 1, 5, 6, 7, 8, 6, 5, 3]"
10179_at,10186_s_at,9,13,132,169.69998250715435,453.69999133981764,0.37403567499751267,"[5, 7, 8, 9, 7, 6, 4, 3, 2]"
10179_at,10187_at,9,12,132,180.60000729747117,465.49999387934804,0.3879699455899037,"[5, 9, 8, 7, 5, 4, 3, 2, 0]"
10106_at,10146_at,7,1,132,173.50001144222915,463.999982457608,0.37392245258992113,"[6, 9, 7, 6, 5, 3, 1]"
10086_at,10143_at,10,25,132,172.10000078193843,459.2999757733196,0.3747006528623806,"[0, 1, 2, 3, 7, 9, 8, 4, 1, 0]"
10048_at,10181_at,9,26,132,172.70000535063446,460.0000102072954,0.37543478590969714,"[2, 7, 8, 9, 7, 6, 5, 3, 0]"
10072_at,10186_s_at,10,13,132,173.80001372657716,451.40000293031335,0.3850243965403966,"[3, 8, 9, 8, 7, 6, 5, 4, 3, 2]"
10097_at,10179_at,9,26,132,169.99998479150236,461.40002086758614,0.3684438168681605,"[0, 1, 2, 3, 9, 6, 4, 3, 1]"
10040_at,10077_at,7,0,132,173.69998386129737,470.10002890601754,0.36949579489607626,"[7, 6, 5, 3, 2, 1, 0]"
10111_at,10134_at,8,5,132,175.30002514831722,456.6999850794673,0.38384066318244886,"[0, 5, 7, 6, 4, 3, 1, 0]"
10166_at,10170_g_at,8,2,132,174.00001524947584,459.1000033542514,0.379002426439134,"[7, 8, 9, 8, 7, 5, 2, 1]"
10148_at,10170_g_at,9,16,132,171.1999939288944,472.89999201893806,0.3620215623138315,"[2, 6, 8, 9, 7, 5, 4, 3, 0]"
10072_at,10171_at,8,6,132,173.00000763498247,457.39999040961266,0.37822477320136544,"[8, 9, 8, 7, 6, 5, 3, 2]"
10068_i_at,10134_at,10,16,132,172.0000000204891,459.99998110346496,0.37391305888293547,"[0, 1, 3, 4, 7, 9, 8, 5, 3, 0]"
10052_at,10177_at,8,28,132,172.90000687353313,452.1000082604587,0.3824375220403092,"[0, 2, 3, 4, 6, 8, 6, 5]"
10097_at,10167_at,11,19,132,169.99998479150236,448.00000614486635,0.37946424656193145,"[0, 1, 2, 4, 6, 7, 8, 9, 8, 3, 2]"
10054_at,10125_at,10,27,132,172.40000306628644,456.20001037605107,0.37790442600861646,"[0, 1, 2, 3, 4, 5, 6, 5, 2, 1]"
10043_at,10188_at,8,23,132,172.0000000204891,555.7000113185495,0.3095195186560682,"[1, 2, 5, 9, 8, 3, 1, 0]"
10020_at,10058_at,8,4,132,192.29997997172177,492.79999802820385,0.390219116763706,"[1, 5, 7, 9, 8, 5, 2, 0]"
10147_at,10180_at,8,10,132,177.10000975057483,470.30000132508576,0.3765681676623213,"[0, 3, 5, 7, 6, 5, 3, 0]"
10125_at,10129_at,8,2,132,178.1000173650682,469.0999921876937,0.37966322816268094,"[9, 7, 6, 5, 4, 2, 1, 0]"
10085_at,10178_at,9,10,132,284.6999850589782,762.3000128660351,0.37347498393524325,"[0, 5, 9, 8, 7, 6, 5, 4, 3]"
10012_at,10125_at,8,14,132,174.30001753382385,463.1999763660133,0.3762953938410712,"[5, 7, 9, 6, 5, 4, 2, 1]"
10037_at,10040_at,8,1,132,170.90002074837685,452.80001359060407,0.37742936311590947,"[7, 9, 7, 5, 4, 2, 1, 0]"
10166_at,10167_at,10,8,132,176.00000137463212,450.59999683871865,0.39059032980336894,"[0, 1, 2, 4, 5, 9, 8, 7, 5, 2]"
10038_i_at,10101_at,10,21,132,173.40001068077981,490.00000581145287,0.35387756862089187,"[0, 1, 5, 6, 7, 8, 9, 7, 5, 3]"
10111_at,10171_at,8,2,132,172.999978531152,459.60000716149807,0.3764142207037909,"[4, 9, 8, 5, 4, 3, 1, 0]"
10001_at,10111_at,9,2,132,173.20000915788114,454.49999743141234,0.38107813011378155,"[5, 9, 8, 7, 6, 4, 3, 2, 1]"
10018_at,10147_at,10,34,132,173.69998386129737,467.6000098697841,0.3714713006735582,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 8]"
10072_at,10181_at,9,26,132,182.6999941840768,474.3000026792288,0.3851992265486821,"[0, 2, 4, 5, 9, 7, 5, 3, 1]"
10043_at,10080_at,9,12,132,190.40002371184528,461.6999940481037,0.41238905385822433,"[0, 1, 2, 9, 8, 4, 3, 1, 0]"
10150_at,10171_at,9,26,132,174.99999376013875,507.00001884251833,0.34516762772448006,"[0, 1, 5, 6, 7, 9, 6, 5, 3]"
10170_g_at,10173_at,10,19,132,181.49998504668474,467.0000053010881,0.3886509271657643,"[1, 3, 5, 7, 8, 9, 7, 5, 3, 1]"
10043_at,10160_at,9,8,132,176.00000137463212,464.00001156143844,0.37931033833892025,"[0, 2, 5, 9, 5, 4, 3, 1, 0]"
10069_f_at,10103_at,9,6,132,174.7000205796212,474.50000420212746,0.3681770685616317,"[3, 5, 9, 8, 6, 4, 2, 1, 0]"
10097_at,10124_at,8,4,132,172.0000000204891,456.89998660236597,0.37645000014013663,"[5, 6, 9, 7, 6, 4, 3, 1]"
10005_at,10043_at,8,25,132,175.0999945215881,473.7999988719821,0.3695652067084514,"[1, 2, 3, 4, 9, 6, 3, 2]"
10045_at,10125_at,10,12,132,172.8000061120838,461.9999963324517,0.3740259902247666,"[0, 1, 4, 9, 7, 6, 5, 3, 2, 1]"
10103_at,10128_at,9,24,132,186.10002007335424,476.49999032728374,0.3905561885647291,"[3, 4, 5, 9, 8, 5, 4, 1, 0]"
10049_at,10078_at,9,14,132,181.70001567341387,466.8000037781894,0.3892459601601733,"[1, 5, 8, 9, 6, 4, 3, 1, 0]"
10040_at,10072_at,8,16,132,171.39999545179307,458.49999878555536,0.3738276900889555,"[0, 2, 4, 5, 9, 7, 6, 1]"
10038_i_at,10151_at,9,13,132,171.89999925903976,460.6999864336103,0.3731278583048354,"[0, 1, 5, 6, 8, 9, 7, 5, 3]"
10012_at,10180_at,8,10,132,173.30000991933048,462.1999978553504,0.37494593406200377,"[1, 5, 7, 5, 3, 2, 1, 0]"
10089_at,10155_at,7,8,132,170.0000138953328,462.30002772063017,0.3677265924761409,"[8, 9, 6, 4, 2, 1, 0]"
10048_at,10129_at,8,2,132,174.39998919144273,467.89998305030167,0.3727292060463568,"[7, 9, 8, 7, 6, 5, 3, 0]"
10123_at,10186_s_at,8,24,132,172.10000078193843,459.50000640004873,0.3745375372902719,"[0, 3, 5, 8, 7, 4, 3, 1]"
10002_i_at,10007_at,8,14,132,171.69999773614109,461.799994809553,0.371805975889953,"[5, 6, 9, 7, 4, 2, 1, 0]"
10048_at,10179_at,8,25,132,176.40000442042947,466.09999844804406,0.3784595687787643,"[1, 2, 7, 6, 4, 3, 2, 0]"
10101_at,10130_at,11,20,132,181.8999880924821,469.99999904073775,0.3870212520505042,"[0, 1, 5, 6, 7, 9, 8, 7, 5, 3, 0]"
10040_at,10100_at,8,7,132,171.1999939288944,457.69999269396067,0.3740441264183428,"[7, 9, 6, 5, 3, 2, 1, 0]"
10066_s_at,10144_at,7,13,132,171.39999545179307,452.3000097833574,0.37895200474103513,"[0, 1, 9, 7, 6, 3, 2]"
10052_at,10150_at,8,24,132,174.19998766854405,453.5999905783683,0.38403878149650794,"[0, 2, 6, 9, 8, 6, 5, 0]"
10067_at,10158_at,9,3,132,173.39998157694936,457.9000233206898,0.37868524294769224,"[3, 5, 9, 8, 7, 5, 4, 1, 0]"
10124_at,10166_at,9,19,132,193.09998606331646,462.70000166259706,0.41733301354972946,"[5, 6, 8, 9, 8, 7, 5, 2, 1]"
10018_at,10086_at,8,20,132,174.5999907143414,462.90000318549573,0.3771872748170511,"[0, 2, 3, 7, 9, 8, 6, 3]"
10114_at,10151_at,10,13,132,175.90000061318278,456.79998584091663,0.3850700658174736,"[0, 1, 3, 5, 9, 7, 5, 4, 3, 2]"
10023_at,10078_at,9,2,132,409.70000554807484,534.099992364645,0.767084836931361,"[1, 7, 9, 8, 7, 6, 4, 2, 1]"
10103_at,10154_at,9,2,132,185.09998335503042,486.2000059802085,0.3807074888488693,"[7, 9, 8, 7, 5, 4, 2, 1, 0]"
10076_at,10150_at,8,24,132,176.70000670477748,460.0000102072954,0.38413044083444475,"[2, 4, 7, 8, 9, 8, 6, 3]"
10147_at,10177_at,8,28,132,173.6000122036785,470.30000132508576,0.369126114638645,"[0, 2, 3, 4, 5, 6, 7, 8]"
10130_at,10173_at,9,7,132,177.09998064674437,473.7999988719821,0.3737863678100086,"[1, 5, 7, 9, 8, 7, 5, 2, 0]"
10159_at,10170_g_at,9,16,132,175.29999604448676,487.3000143561512,0.3597373094193383,"[2, 3, 5, 7, 8, 9, 7, 4, 3]"
10089_at,10179_at,8,13,132,173.70001296512783,462.8000024240464,0.3753241401368295,"[8, 9, 7, 6, 4, 3, 2, 0]"
10001_at,10154_at,9,13,132,169.19997869990766,452.1000082604587,0.37425342979076015,"[0, 3, 9, 6, 5, 4, 2, 1, 0]"
10037_at,10088_at,9,12,132,174.5999907143414,460.40001325309277,0.3792354163516491,"[6, 7, 9, 7, 5, 4, 3, 2, 1]"
10049_at,10128_at,8,18,132,180.39997667074203,494.1000079270452,0.36510822460334474,"[3, 5, 8, 6, 5, 4, 1, 0]"
10087_at,10129_at,9,2,132,183.50000027567148,491.4000164717436,0.37342286146671927,"[0, 7, 9, 8, 7, 6, 4, 1, 0]"
10121_at,10147_at,9,11,132,182.09998961538076,459.30000487715006,0.39647286671396276,"[0, 3, 5, 7, 6, 5, 4, 3, 0]"
10027_at,10181_at,9,26,132,178.39999054558575,454.2000242508948,0.39277846988189435,"[0, 2, 4, 5, 7, 9, 7, 3, 1]"
10054_at,10069_f_at,9,8,132,173.89998538419604,466.4000007323921,0.37285588574425244,"[0, 3, 9, 8, 6, 4, 2, 1, 0]"
10076_at,10111_at,8,15,132,170.2000154182315,449.40001680515707,0.37872721195741255,"[2, 5, 7, 6, 4, 3, 2, 1]"
10068_i_at,10101_at,11,21,132,171.39999545179307,463.89998169615865,0.3694761849851833,"[0, 1, 6, 7, 8, 9, 8, 5, 3, 1, 0]"
10078_at,10130_at,10,8,132,177.40001203492284,469.7999975178391,0.37760752016220833,"[0, 1, 2, 8, 7, 6, 4, 3, 2, 0]"
10045_at,10136_at,11,2,132,177.0000089891255,471.2999798357487,0.3755570052237457,"[6, 8, 9, 8, 7, 6, 5, 3, 2, 1, 0]"
10018_at,10039_s_at,9,25,132,176.90000822767615,485.70000217296183,0.36421660991609506,"[1, 4, 5, 6, 9, 8, 7, 3, 2]"
10060_at,10151_at,8,13,132,174.5999907143414,481.80000158026814,0.3623910131624459,"[3, 8, 9, 7, 5, 4, 3, 2]"
10099_at,10141_at,9,21,132,175.79999985173345,468.4000159613788,0.3753202260057753,"[4, 5, 7, 9, 8, 7, 3, 1, 0]"
10131_at,10147_at,9,20,132,174.90002210251987,467.699981527403,0.3739577271979693,"[0, 2, 3, 6, 9, 5, 4, 3, 0]"
10054_at,10106_at,8,8,132,173.9000144880265,457.89999421685934,0.3797772803763528,"[2, 5, 6, 9, 7, 4, 3, 1]"
10010_at,10033_at,7,2,132,174.10001601092517,1122.0999876968563,0.15515552795635498,"[7, 9, 4, 3, 2, 1, 0]"
10154_at,10167_at,8,19,132,186.6999955382198,480.5000207852572,0.3885535639168242,"[0, 1, 6, 7, 9, 6, 5, 4]"
10041_at,10131_at,8,7,132,176.00000137463212,493.5000033583492,0.3566362718883951,"[1, 3, 6, 9, 6, 3, 2, 1]"
10056_at,10066_s_at,8,27,132,184.1000048443675,477.59999870322645,0.38546902291506185,"[1, 4, 5, 6, 7, 8, 7, 5]"
10085_at,10143_at,10,25,132,176.49997607804835,515.200023073703,0.3425853419513507,"[0, 1, 2, 6, 7, 9, 8, 4, 1, 0]"
10012_at,10130_at,10,20,132,182.10001871921122,469.0999921876937,0.38819019772302693,"[1, 2, 3, 4, 9, 7, 5, 4, 3, 0]"
10048_at,10070_at,8,8,132,180.7000080589205,464.899989310652,0.38868576514028375,"[2, 7, 9, 8, 7, 6, 5, 3]"
10099_at,10121_at,10,9,132,175.6999990902841,461.199990240857,0.38096271207318666,"[4, 5, 7, 8, 6, 4, 3, 2, 1, 0]"
10012_at,10022_at,8,6,132,175.19999528303742,469.7999975178391,0.3729246407166803,"[1, 5, 7, 5, 3, 2, 1, 0]"
10107_at,10186_s_at,7,13,132,174.10001601092517,458.19999650120735,0.3799651185952517,"[6, 7, 9, 5, 4, 3, 2]"
10131_at,10162_at,9,25,132,172.8000061120838,462.39999937824905,0.3737024358659897,"[0, 1, 2, 3, 6, 8, 7, 4, 3]"
10018_at,10148_at,10,11,132,171.39999545179307,480.49999168142676,0.356711755294747,"[0, 1, 2, 6, 9, 8, 7, 6, 3, 2]"
10078_at,10136_at,9,2,132,192.60001135990024,577.0999996457249,0.33373767367550716,"[9, 8, 7, 5, 4, 3, 2, 1, 0]"
10077_at,10179_at,8,13,132,274.2999931797385,686.7000192869455,0.3994466076534638,"[0, 1, 5, 9, 5, 2, 1, 0]"
10089_at,10148_at,9,11,132,249.59997972473502,702.3999933153391,0.3553530496870012,"[6, 8, 9, 7, 6, 4, 3, 2, 0]"
10150_at,10186_s_at,8,13,132,234.90001331083477,629.9999949987978,0.3728571669453474,"[0, 1, 8, 9, 8, 6, 4, 0]"
10001_at,10162_at,8,25,132,231.80001880973577,603.7999992258847,0.383901985933952,"[0, 3, 6, 8, 5, 4, 1, 0]"
10001_at,10186_s_at,8,13,132,229.199999012053,601.5999824739993,0.3809840520099398,"[5, 9, 8, 7, 6, 4, 3, 2]"
10007_at,10187_at,10,12,132,238.09997946955264,641.3999944925308,0.3712191791612579,"[7, 8, 9, 8, 7, 5, 4, 3, 2, 0]"
10007_at,10018_at,9,20,132,232.89999808184803,624.4999822229147,0.37293835822514815,"[0, 2, 3, 5, 6, 9, 6, 4, 3]"
10010_at,10150_at,8,2,132,253.20000713691115,775.9000000078231,0.32633072191565693,"[2, 9, 8, 5, 3, 2, 1, 0]"
10101_at,10151_at,10,13,132,240.49999774433672,609.3000120017678,0.39471523552774684,"[0, 1, 5, 6, 8, 9, 8, 7, 3, 2]"
10005_at,10187_at,10,12,132,215.9999858122319,575.0999844167382,0.3755868399671361,"[3, 4, 6, 7, 9, 8, 7, 6, 2, 0]"
10022_at,10131_at,9,19,132,210.50000214017928,551.7000099644065,0.3815479397104958,"[0, 1, 2, 5, 6, 8, 9, 8, 4]"
10003_f_at,10146_at,7,3,132,202.89997337386012,546.4999994728714,0.37127168082263134,"[7, 9, 8, 7, 6, 5, 2]"
10099_at,10123_at,9,22,132,199.50000569224358,518.8999930396676,0.3844671581581476,"[0, 3, 4, 6, 7, 8, 7, 6, 5]"
10003_f_at,10143_at,9,25,132,196.10000890679657,520.1999738346785,0.37697043208448505,"[0, 1, 2, 3, 7, 9, 8, 6, 5]"
10010_at,10089_at,9,18,132,189.30001533590257,519.900000654161,0.3641085114401173,"[0, 1, 3, 4, 5, 7, 3, 1, 0]"
10056_at,10137_at,9,13,132,190.5999961309135,502.49998457729816,0.3793034865289514,"[1, 4, 5, 9, 7, 6, 5, 4, 3]"
10110_at,10180_at,9,8,132,187.1999993454665,488.59999515116215,0.38313549161528526,"[0, 1, 3, 6, 8, 7, 3, 2, 0]"
10026_at,10155_at,8,19,132,175.49999756738544,469.0999921876937,0.37412065762125474,"[0, 1, 2, 5, 9, 6, 2, 1]"
10114_at,10181_at,10,26,132,172.40000306628644,467.5000091083348,0.3687700528500649,"[0, 1, 3, 4, 5, 9, 6, 5, 3, 1]"
10038_i_at,10099_at,9,16,132,210.09999909438193,464.2000130843371,0.4526066203626116,"[0, 1, 3, 4, 7, 8, 7, 5, 3]"
10075_at,10151_at,8,2,132,173.39998157694936,459.30000487715006,0.37753098135352514,"[7, 9, 8, 6, 5, 4, 3, 2]"
10154_at,10155_at,9,8,132,172.20000154338777,455.10000200010836,0.3783783801067678,"[0, 3, 8, 9, 6, 4, 2, 1, 0]"
10075_at,10089_at,10,26,132,176.10000213608146,474.50000420212746,0.3711275038494339,"[0, 1, 3, 4, 7, 8, 7, 5, 3, 2]"
10056_at,10177_at,9,19,132,181.19998276233673,472.3999882116914,0.38357321609656264,"[0, 1, 3, 7, 8, 9, 5, 4, 1]"
10001_at,10106_at,7,8,132,176.00000137463212,446.999998530373,0.3937360222668394,"[5, 9, 6, 5, 4, 3, 1]"
10147_at,10170_g_at,9,16,132,176.60000594332814,457.79999345541,0.38575799141100053,"[2, 3, 7, 9, 7, 5, 4, 3, 0]"
10134_at,10177_at,9,8,132,175.79999985173345,459.9000094458461,0.38225700422046666,"[0, 1, 3, 7, 9, 8, 5, 4, 2]"
10033_at,10078_at,8,2,132,172.89997776970267,457.3000187519938,0.3780887178652644,"[7, 9, 7, 6, 4, 2, 1, 0]"
10066_s_at,10129_at,7,2,132,175.0999945215881,462.2999986167997,0.37875837128593287,"[0, 9, 7, 6, 5, 4, 2]"
10070_at,10076_at,8,15,132,178.30001888796687,782.8999951016158,0.22774303232027046,"[2, 5, 9, 7, 4, 3, 1, 0]"
10067_at,10089_at,7,16,132,344.3000023253262,499.40001918002963,0.6894272909533247,"[0, 3, 8, 5, 3, 1, 0]"
10005_at,10060_at,8,25,132,194.69999824650586,522.99999515526,0.3722753347037917,"[0, 3, 4, 9, 6, 5, 1, 0]"
10150_at,10179_at,9,26,132,174.60001981817186,464.49998626485467,0.37588810544897655,"[0, 1, 2, 3, 7, 9, 6, 4, 0]"
10026_at,10129_at,8,2,132,172.20000154338777,460.8000162988901,0.3736979067980179,"[9, 8, 7, 6, 4, 3, 1, 0]"
10008_at,10143_at,10,13,132,172.90000687353313,461.59999328665435,0.3745667447749765,"[1, 2, 8, 9, 7, 6, 4, 3, 1, 0]"
10038_i_at,10159_at,8,20,132,173.89998538419604,464.4000146072358,0.3744616277225382,"[2, 3, 4, 7, 8, 9, 7, 3]"
10007_at,10080_at,9,12,132,174.69999147579074,465.3999931178987,0.3753760078624118,"[5, 7, 9, 7, 5, 4, 2, 1, 0]"
10018_at,10114_at,10,7,132,176.2000028975308,486.30000674165785,0.3623277821403267,"[0, 1, 4, 5, 9, 8, 7, 6, 3, 2]"
10068_i_at,10151_at,9,13,132,189.89999080076814,505.3000058978796,0.3758163241326909,"[0, 1, 3, 6, 9, 7, 5, 3, 1]"
10123_at,10161_g_at,8,11,132,191.80000526830554,506.20001275092363,0.3789016207762938,"[0, 3, 5, 8, 7, 4, 2, 1]"
10039_s_at,10085_at,10,19,132,211.4000089932233,597.5000094622374,0.35380754082914206,"[1, 4, 5, 6, 7, 9, 8, 4, 3, 2]"
10040_at,10148_at,9,11,132,230.10000586509705,606.2000175006688,0.3795776958466406,"[1, 2, 6, 8, 9, 8, 6, 3, 0]"
10026_at,10181_at,9,26,132,227.09998302161694,605.2000098861754,0.37524781776578187,"[0, 1, 2, 5, 9, 6, 5, 3, 1]"
10121_at,10143_at,9,26,132,227.59998682886362,592.500000493601,0.3841349985472645,"[1, 3, 4, 7, 8, 6, 4, 1, 0]"
10007_at,10129_at,10,14,132,220.89999401941895,587.4999915249646,0.3759999952443102,"[7, 8, 9, 8, 7, 5, 4, 2, 1, 0]"
10002_i_at,10188_at,9,12,132,220.3000185545534,578.2000080216676,0.38101005793534654,"[1, 5, 6, 9, 7, 3, 2, 1, 0]"
10039_s_at,10114_at,10,19,132,222.400005441159,602.099986281246,0.3693738756161906,"[1, 4, 5, 6, 7, 8, 9, 8, 7, 2]"
10052_at,10106_at,8,11,132,217.29999571107328,612.2000049799681,0.3549493530601712,"[1, 2, 6, 9, 7, 6, 5, 3]"
10012_at,10121_at,10,9,132,220.9000231232494,599.4999955873936,0.36847376938979,"[1, 5, 7, 8, 6, 5, 4, 3, 1, 0]"
10138_g_at,10144_at,8,13,132,220.9999947808683,597.6000102236867,0.3698125686077986,"[5, 9, 6, 5, 4, 3, 2, 1]"
10123_at,10188_at,7,10,132,219.40001170150936,579.1000148747116,0.37886376457610105,"[4, 5, 8, 7, 3, 2, 1]"
10130_at,10179_at,10,26,132,223.60001457855105,592.9000035393983,0.3771293864795749,"[0, 1, 5, 7, 9, 6, 4, 3, 2, 0]"
10060_at,10182_at,10,18,132,222.80000848695636,599.7999978717417,0.3714571678518059,"[0, 2, 4, 7, 9, 6, 5, 4, 1, 0]"
10125_at,10188_at,9,10,132,226.9999822601676,612.9999819677323,0.3703099330141851,"[2, 3, 4, 5, 8, 6, 5, 1, 0]"
